facility_id,date,staff_ratio,weighted_demand,occupancy,staffing_pressure,risk_score,risk_level,understaffed_flag
HF_L4_004,2023-01-01,1.3095238095238095,57.0,2.1150442477876106,74.64285714285714,0.7692760707292295,Medium,False
HF_L4_004,2023-01-02,1.7241379310344829,46.0,4.896551724137931,79.3103448275862,0.817379623081379,Medium,False
HF_L4_004,2023-01-03,2.193548387096774,46.0,1.7355371900826446,100.9032258064516,1.0399178172364383,High,True
HF_L4_004,2023-01-04,1.2432432432432432,64.0,1.728813559322034,79.56756756756756,0.8200305840211024,Medium,False
HF_L4_004,2023-01-05,2.3684210526315788,46.0,2.204301075268817,108.94736842105263,1.1228214822328417,Critical,True
HF_L4_004,2023-01-06,2.0,49.0,1.4504504504504503,98.0,1.00999690817273,High,True
HF_L4_004,2023-01-07,1.435897435897436,68.0,1.72,97.64102564102564,1.0062972857984709,High,True
HF_L4_004,2023-01-08,1.5666666666666669,45.0,1.271186440677966,70.50000000000001,0.7265794084303825,Medium,False
HF_L4_004,2023-01-09,2.25,28.0,2.5434782608695654,63.0,0.6492837266824694,Low,False
HF_L4_004,2023-01-10,2.3125,46.0,1.6902654867256637,106.375,1.0963104194578996,High,True
HF_L4_004,2023-01-11,1.6666666666666667,45.0,1.9534883720930232,75.0,0.7729568174791301,Medium,False
HF_L4_004,2023-01-12,3.0476190476190474,34.0,2.237113402061856,103.61904761904762,1.0679073237044998,High,True
HF_L4_004,2023-01-13,1.2894736842105263,63.0,2.8375,81.23684210526316,0.8372342791431842,Medium,False
HF_L4_004,2023-01-14,2.411764705882353,56.0,2.707865168539326,135.05882352941177,1.3919285121035945,Critical,True
HF_L4_004,2023-01-15,1.8928571428571428,46.0,1.2456140350877194,87.07142857142857,0.897366057625771,Medium,False
HF_L4_004,2023-01-16,1.7391304347826086,65.0,2.2266666666666666,113.04347826086956,1.1650363625772395,Critical,True
HF_L4_004,2023-01-17,1.8,46.0,1.6666666666666667,82.8,0.8533443264969597,Medium,False
HF_L4_004,2023-01-18,2.423076923076923,46.0,2.5128205128205128,111.46153846153845,1.1487327472074456,Critical,True
HF_L4_004,2023-01-19,1.7894736842105263,60.0,2.821428571428572,107.36842105263158,1.1065487071280178,Critical,True
HF_L4_004,2023-01-20,2.264705882352941,54.0,1.7875,122.29411764705883,1.2603742929718522,Critical,True
HF_L4_004,2023-01-21,1.945945945945946,58.0,2.914634146341464,112.86486486486487,1.1631955566821073,Critical,True
HF_L4_004,2023-01-22,2.1,62.0,1.402061855670103,130.20000000000002,1.34185303514377,Critical,True
HF_L4_004,2023-01-23,1.238095238095238,64.0,1.793388429752066,79.23809523809523,0.8166350122446174,Medium,False
HF_L4_004,2023-01-24,2.161290322580645,43.0,3.421686746987952,92.93548387096773,0.9578015445838166,High,False
HF_L4_004,2023-01-25,1.4615384615384617,62.0,1.5212765957446808,90.61538461538463,0.9338903907594005,High,False
HF_L4_004,2023-01-26,2.1481481481481484,43.0,1.858267716535433,92.37037037037038,0.9519774334780005,High,False
HF_L4_004,2023-01-27,2.090909090909091,39.0,2.484536082474227,81.54545454545455,0.8404148670045816,Medium,False
HF_L4_004,2023-01-28,1.7272727272727273,57.0,2.795918367346939,98.45454545454545,1.0146814949453309,High,True
HF_L4_004,2023-01-29,2.0869565217391304,35.0,2.164948453608248,73.04347826086956,0.7527927265883703,Medium,False
HF_L4_004,2023-01-30,2.869565217391304,33.0,2.8421052631578947,94.69565217391303,0.9759419991127799,High,False
HF_L4_004,2023-01-31,3.0416666666666665,40.0,2.363636363636364,121.66666666666666,1.253907726132811,Critical,True
HF_L4_004,2023-02-01,1.7096774193548387,54.0,3.2439024390243905,92.3225806451613,0.9514849082259228,High,False
HF_L4_004,2023-02-02,1.4222222222222225,60.0,3.7971014492753614,85.33333333333334,0.8794530901095882,Medium,False
HF_L4_004,2023-02-03,1.6,51.0,2.10989010989011,81.60000000000001,0.8409770174172937,Medium,False
HF_L4_004,2023-02-04,1.8823529411764703,44.0,1.9789473684210528,82.8235294117647,0.8535868227534237,Medium,False
HF_L4_004,2023-02-05,0.9736842105263158,64.0,2.3297872340425534,62.31578947368421,0.6422321908037124,Low,False
HF_L4_004,2023-02-06,1.7317073170731707,54.0,2.508928571428572,93.51219512195122,0.9637451831593448,High,False
HF_L4_004,2023-02-07,2.0434782608695654,31.0,2.440677966101695,63.34782608695653,0.6528684539519378,Low,False
HF_L4_004,2023-02-08,2.121212121212121,45.0,1.5982905982905984,95.45454545454545,0.9837632222461656,High,False
HF_L4_004,2023-02-09,1.7142857142857142,54.0,1.8503937007874016,92.57142857142857,0.9540495575742406,High,False
HF_L4_004,2023-02-10,2.4375,46.0,2.2432432432432434,112.125,1.1555704421312996,Critical,True
HF_L4_004,2023-02-11,1.75,71.0,1.568,124.25,1.2805317942904255,Critical,True
HF_L4_004,2023-02-12,2.176470588235294,55.0,2.68,119.70588235294116,1.2336997047608076,Critical,True
HF_L4_004,2023-02-13,1.605263157894737,55.0,2.4081632653061225,88.28947368421053,0.9099193412780638,High,False
HF_L4_004,2023-02-14,2.5172413793103448,43.0,2.688888888888889,108.24137931034483,1.1155454942836733,Critical,True
HF_L4_004,2023-02-15,2.147058823529412,53.0,2.625,113.79411764705884,1.1727725203242176,Critical,True
HF_L4_004,2023-02-16,2.225806451612903,48.0,2.065573770491804,106.83870967741935,1.101089453544464,Critical,True
HF_L4_004,2023-02-17,2.0,57.0,1.9793814432989687,114.0,1.1748943625682777,Critical,True
HF_L4_004,2023-02-18,1.605263157894737,49.0,1.806122448979592,78.65789473684211,0.8106554131386386,Medium,False
HF_L4_004,2023-02-19,2.606060606060606,49.0,1.6785714285714286,127.69696969696969,1.3160565773159816,Critical,True
HF_L4_004,2023-02-20,1.4054054054054057,42.0,2.675324675324675,59.02702702702704,0.6083379060808722,Low,False
HF_L4_004,2023-02-21,1.933333333333333,41.0,2.4054054054054053,79.26666666666665,0.8169294719846094,Medium,False
HF_L4_004,2023-02-22,2.111111111111111,53.0,2.878787878787879,111.88888888888889,1.1531370595577541,Critical,True
HF_L4_004,2023-02-23,2.096774193548387,35.0,3.75,73.38709677419355,0.7563340902215144,Medium,False
HF_L4_004,2023-02-24,1.947368421052632,51.0,1.6704545454545454,99.31578947368423,1.0235575540934168,High,True
HF_L4_004,2023-02-25,1.9642857142857144,36.0,1.8235294117647056,70.71428571428572,0.7287878564803228,Medium,False
HF_L4_004,2023-02-26,2.25,59.0,2.025,132.75,1.3681335669380603,Critical,True
HF_L4_004,2023-02-27,1.878787878787879,41.0,1.5057471264367817,77.03030303030303,0.7938813050634137,Medium,False
HF_L4_004,2023-02-28,2.0,40.0,2.1666666666666665,80.0,0.8244872719777389,Medium,False
HF_L4_004,2023-03-01,2.5,49.0,1.6721311475409837,122.5,1.2624961352159125,Critical,True
HF_L4_004,2023-03-02,2.1,41.0,3.4683544303797467,86.10000000000001,0.8873544264660415,Medium,False
